ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095623761_1.jpg,Thơ Cho Thiếu Nhi,Nhiều tác giả,NXB Văn Học,2017,Bìa Mềm,"Thơ Cho Thiếu Nhi
Cuốn sách tập hợp những bài thơ hay dành cho thiếu nhi của nhiều tác giả: Nguyễn Trọng Tạo, Trần Đăng Khoa, Phạm Hổ, Kim Chuông, Đoàn Văn Cừ, Phạm Cúc...",44.000 ,20,(1 đánh giá),0,115.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974156383.jpg,Ngũ Quái Sài Gòn 17 - Cọp Thần Lông Trắng,Bùi Chí Vinh,NXB Trẻ,2018,Bìa Mềm,"Ngũ Quái Sài Gòn 17 - Cọp Thần Lông Trắng
Ngũ Quái Sài Gòn tiếp tục giúp sức cho Lý Thach Sanh triệt phá các băng nhóm tội phạm, lần này, các bạn trẻ phải vượt suối băng rừng truy lùng và phá tan đường dây buôn bán ma túy, buôn lậu, săn trộm thú quý hiếm ở tận cực Bắc Tổ quốc.
Tập 17 gồm 2 vụ án:Vụ giết người đền giếng và Cọp thần lông trắng",42.500 ,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Tiểu thuyết,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/m/a/mat-biec_bia-mem_in-lan-thu-44.jpg,Mắt Biếc (Tái Bản 2019),Nguyễn Nhật Ánh,NXB Trẻ,2019,Bìa Mềm,"Mắt Biếc (Tái Bản 2019)
Mắt biếc là một tác phẩm được nhiều người bình chọn là hay nhất của nhà văn Nguyễn Nhật Ánh. Tác phẩm này cũng đã được dịch giả Kato Sakae dịch sang tiếng Nhật để giới thiệu với độc giả Nhật Bản.
“Tôi gửi tình yêu cho mùa hè, nhưng mùa hè không giữ nổi. Mùa hè chỉ biết ra hoa, phượng đỏ sân trường và tiếng ve nỉ non trong lá. Mùa hè ngây ngô, giống như tôi vậy. Nó chẳng làm được những điều tôi ký thác. Nó để Hà Lan đốt tôi, đốt rụi. Trái tim tôi cháy thành tro, rơi vãi trên đường về.”
… Bởi sự trong sáng của một tình cảm, bởi cái kết thúc buồn, rất buồn khi xuyên suốt câu chuyện vẫn là những điều vui, buồn lẫn lộn…",93.500 ,15,(75 đánh giá),0,149.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095627370.jpg,Thơ Xuân Diệu,Xuân Diệu,NXB Văn học,2019,Bìa Mềm,"Trong sự nghiệp sáng tác thơ văn của mình, Xuân Diệu được biết đến như là một nhà thơ lãng mạn trữ tình, “Nhà thơ mới nhất trong các nhà thơ mới” (Hoài Thanh), “Ông hoàng của thơ tình”.

Xuân Diệu là thành viên của Tự Lực Văn Đoàn và cũng đã là một trong những chủ soái của phong trào “Thơ Mới”. Tác phẩm tiêu biểu của ông ở giai đoạn này: Thơ Thơ (1938), Gửi hương cho gió (1945), truyện ngắn Phấn thông vàng (1939), Trường ca (1945).

Xuân Diệu tham gia ban chấp hành, nhiều năm là ủy viên thường vụ Hội Nhà văn Việt Nam. Từ đó, Xuân Diệu trở thành một trong những nhà thơ hàng đầu ca ngợi Cách mạng, một “dòng thơ công dân”. Bút pháp của ông chuyển biến phong phú về giọng vẻ: có giọng trầm hùng, tráng ca, có giọng chính luận, giọng thơ tự sự trữ tình. Tiêu biểu là: Ngọn quốc kỳ (1945), Một khối hồng (1964), Thanh ca (1982), Tuyển tập Xuân Diệu (1983).",30.400 ,20,(1 đánh giá),0,50.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_15022018_020205.jpg,Ngũ Quái Sài Gòn 15: Người Rừng,Bùi Chí Vinh,NXB Trẻ,2018,Bìa Mềm,"Ngũ Quái Sài Gòn 15: Người Rừng
Tập 15 gồm hai vụ án: Người rừng và Ông già Noel.
Các bạn trẻ lại tiếp tục giúp lực lượng chức năng phá thêm hai vụ án với nhiều khúc mắc và hiểm nguy. Trên tất cả, Ngũ Quái Sài Gòn đã thể hiện tinh thần đồng đội tuyệt vời, chiến đấu thật dũng cảm.",42.500 ,15,(0 đánh giá),0,38.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_190025.jpg,Danh Tác Việt Nam - Chí Phèo (Tái Bản),Nam Cao,NXB Văn Học,2018,Bìa Mềm,"Chí Phèo - tập truyện ngắn tái hiện bức tranh chân thực nông thôn Việt Nam trước 1945, nghèo đói, xơ xác trên con đường phá sản, bần cùng, hết sức thê thảm, người nông dân bị đẩy vào con đường tha hóa, lưu manh hóa. Nam Cao không hề bôi nhọ người nông dân, trái lại nhà văn đi sâu vào nội tâm nhân vật để khẳng định nhân phẩm và bản chất lương thiện ngay cả khi bị vùi dập, cướp mất cà nhân hình, nhân tính của người nông dân, đồng thời kết án đanh thép cái xã hội tàn bạo đó trước 1945.

Những sáng tác của Nam Cao ngoài giá trị hiện thực sâu sắc, các tác phẩm đi sâu vào nội tâm nhân vật, để lại những cảm xúc sâu lắng trong lòng người đọc.",41.340,47,(4 đánh giá),0,50.000 đ
Tiếng Việt,Ngôn Tình,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/6/0/600-boxsettbph-cu_n-n_m-_y-v_n-d_m-t_m-_ng-phong-h_u_1.jpg,Boxset Năm Ấy Vạn Dặm Tìm Đường Phong Hầu (Bộ 2 Tập) - Tặng Kèm 2 Bookmark Tròn + 2 Poster Theo Bìa + 1 Sổ Tay + 1 Zigzag Postcard,Mạn Mạn Hà Kỳ Đa,NXB Hà Nội,2021,Bộ Hộp,"Năm Ấy Vạn Dặm Tìm Đường Phong Hầu
Chung Quy Viễn – Mười sáu tuổi xuất thân cao quý, thiên tư hơn người, có mọi thứ trong tay, vinh quang nhiều người ngưỡng mộ. Cũng là y nhưng vài năm sau đó, hai mươi tư tuổi mất tất cả mọi thứ trong tay. Thân rơi vào nô tịch, lưu lạc ở vùng đất xa xôi chó ăn đá gà ăn sỏi, vô cùng thê thảm.
Một thiếu niên đang có mọi thứ bỗng trở thành kẻ tội đồ. Mọi âm mưu và kế hoạch đẩy chàng thiếu niên vô tội vào ngục lao, tước đi mọi vinh hoa phú quý cùng tự tôn và ánh hào quang của bản thân, đồng thời vĩnh viễn chặt đứt con đường tài lộc làm quan về sau của y.
Liệu chàng thiếu niên ấy có thật sự từ bỏ tất cả?
Bảy năm bịa chuyện phong lưu, tiện tay kéo Úc Tử Hựu – người từng có giao tình với mình lúc nhỏ xuống vũng bùn. Y say sưa dựng chuyện, ám chỉ để cho người khác cảm thấy Úc Tử Hựu có tình cảm sâu sắc với mình.
Chuyện tình cảm yêu xa mặn nồng này không chỉ lưu truyền ở nơi y sinh sống mà một đường lao thẳng đến kinh thành xa xôi. Xa tới mức Úc Tử Hựu cũng nghe được món nợ phong lưu của mình mà không biết nên buồn hay vui làm sao. Hắn sống sờ sờ ấy vậy mà bị tẩy não suốt bảy năm, trong thoáng chốc thực sự tin rằng bản thân mình cùng Chung Quy Viễn năm xưa đã có một đoạn tình ý như vậy…
Rốt cuộc năm xưa Chung Quy Viễn đã trải qua những gì, Úc Tử Hựu vì sao vốn dĩ là một thanh niên anh tuấn, khí thế bức người, lại có quãng thời gian từng sa ngã, từng phát điên như vậy?
Mạn Mạn Hà Kỳ Đa đã phá vỡ vỏ bọc an toàn trước đây với những câu chuyện ngọt ngào, nhẹ nhàng và ấm áp để viết ra “Năm ấy vạn dặm tìm đường phong hầu” thật sự khác biệt. Một Chung Quy Viễn dù phải đương đầu với bao sóng gió cũng có thể vượt qua để đạt được ước muốn của mình. Một Úc Tử Hựu đầy đủ tính “người” hơn những nhân vật hoàn mỹ, đẹp đẽ mà trước nay tác giả luôn xây dựng. Và trên tất cả, cô đã giúp người đọc trải qua đầy đủ mọi cung bậc cảm xúc với mối tình có đủ bi – hài – kịch của cặp đôi Chung Quy Viễn và Úc Tử Hựu.",389.000 ,10,(0 đánh giá),0,115.000 đ
Tiếng Việt,Truyện ngắn - Tản Văn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_16871_1.jpg,999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hạnh Phúc Nhất (Tập 2) - Tái Bản 2020,Miêu Công Tử,NXB Thanh Niên,2020,Bìa Mềm,"“999 lá thư gửi cho chính mình” là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về giá trị cuộc sống, tình yêu, tuổi trẻ, tương lai… v.v..

Tiếp nối phần 1 giúp bạn trở nên hoàn hảo, cuốn sách phần 2: “999 lá thư gửi cho chính mình” – Mong bạn trở thành phiên bản hạnh phúc nhất, giúp bạn mỗi ngày như một hoa hướng dương hướng về phía mặt trời, hấp thụ trọn vẹn năng lượng tích cực, vui vẻ mỉm cười, mọi đau buồn sẽ bốc hơi tan biến.",79.200 ,20,(9 đánh giá),0,135.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_236472.jpg,Olivia,Dorothy Strachey,NXB Kim Đồng,2021,Bìa Mềm,"“Vậy ra đó là kết cục của ái tình. Tổn thương và bị tổn thương...” 

Olivia là một thiếu nữ Anh Quốc với tâm hồn nhạy cảm, rung động sâu sắc trước nghệ thuật, và đặc biệt giàu cảm xúc. Cuộc đời mang đến cho cô đầy hứa hẹn ở tuổi trăng tròn khi cô được gia đình gửi tới một ngôi trường nữ sinh thượng lưu ở Pháp. Song nơi lẽ ra phải là vườn địa đàng màu mỡ này lại trở thành đại dương đầy sóng gió với tâm hồn non trẻ kia, khi từng ngày trôi qua, cảm xúc kì lạ của Olivia đối với cô giáo Julie xinh đẹp và cuốn hút ngày một lớn dần và đậm sâu. Nhưng đời tư của Julie lại không đơn giản như Olivia những tưởng. Khi mối quan hệ giữa hai người ngày càng thân mật, vòng xoáy của âm mưu và giông bão ngấm ngầm ẩn dưới vẻ ngoài xinh đẹp của mọi sự vật và con người nơi đây. Năm học ấy dường như đã được định sẵn là sẽ kết thúc trong bi kịch.

“Tôi từng nghĩ rằng một ngày nào đó mình sẽ viết một cuốn tiểu thuyết như OLIVIA. Tôi sẽ đặt tên nó là gì nhỉ? Cái tựa sách dường như rất hiển nhiên vào thời điểm ấy. Tôi sẽ gọi nó là ‘Oliver’. Nhưng rồi tôi nghĩ lại và gọi cuốn sách ấy bằng một cái tên khác. … Tôi đã đọc OLIVIA rất, rất nhiều lần, mua cuốn sách này cho vô số bạn bè, và coi nó như nguồn cảm hứng cho CALL ME BY YOUR NAME.” - ANDRÉ ACIMAN

“Một kiệt tác nho nhỏ.” - ANDRÉ GIDE

“Một cái nhìn thoáng qua tuyệt đẹp về ngọn lửa mong manh của tình yêu… OLIVIA là một tuyệt tác vào thời điểm cuốn sách được viết nên gần 100 năm trước, và tới ngày nay vẫn vậy. OLIVIA không chỉ vững vàng trước thách thức của thời gian, mà nhờ việc tinh tế chú tâm tới ngôn ngữ, cảm xúc, nhờ quyết tâm hết mình ươm mầm những xúc cảm và khát khao nơi người đọc, cuốn sách dễ dàng vượt lên trên nhiều câu chuyện tích cực hơn tiêu biểu cho văn học đồng tính hiện đại.” - POPMATTERS

DOROTHY STRACHEY (1865 - 1960) còn được biết đến dưới tên Dorothy Bussy, là một thành viên xuất chúng của Nhóm Bloomsbury và là chị gái của nhà văn Lytton Strachey. Bà cũng là một người bạn thân thiết của nhà văn André Gide, và đã dịch các tác phẩm của ông sang tiếng Anh. Dorothy kết hôn với hoạ sĩ Simon Bussy vào năm 1903. Cáo phó của bà trên tờ Times (London) miêu tả bà là “một con người duyên dáng, dí dỏm, vui tính và vui vẻ”.

Olivia là tiểu thuyết duy nhất của Dorothy Strachey, hầu như được viết dựa trên trải nghiệm của chính bà trong trường nội trú ở Pháp. Bà sử dụng chính bút danh “Olivia” trong lần xuất bản đầu tiên của tác phẩm này vào năm 1949. Dorothy Strachey đề tặng Olivia cho nhà văn Virginia Woolf.

---

Một ấn phẩm của WINGS BOOKS - Thương hiệu sách trẻ của NXB Kim Đồng.",47.500 ,5,(0 đánh giá),0,115.000 đ
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_228417.jpg,Tuyệt Vọng Lời,NXB Hội Nhà Văn,NXB Hội Nhà Văn,2017,Bìa Mềm,"Các tiểu luận của Woody Allen như những câu chuyện ngụ ngôn hiện đại, trong đó ông không ngần ngại “lật tẩy” các bi kịch Hy Lạp trêu đùa các tên tuổi lớn, đùa cợt các câu chuyện cổ tích, thần thoại; chọc ngoáy từ những vị thần đến các con quái vật. Vừa đậm màu sắc phúng dụ với trí tưởng tượng phong phú, phá vỡ những chuẩn mực trong quan niệm đạo đức, cách nhìn nhận lại các tác phẩm hàn lâm, kinh điển và luôn luôn để lại những cú “twist” khiến người đọc muốn “bay não”. Hài hước, quái đản, thậm chí với trí tưởng tượng điên rồ và một kiến thức khổng lồ Woody Allen khiến chúng ta phải bật cười vì đầu óc tưởng tượng quái đản và luôn có một cái kết “phá rào”.",70.520 ,18,(0 đánh giá),0,115.000 đ
